,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
596,RUMAH TINGGAL DI  KOTA BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,2,200 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
597,RUMAH TINGGAL DI  KOTA BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2,2,200 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
598,HARGA SPESIAL RUMAH KANTOR 2LT DI TENGAH KOTA,"Rp 2,1 Miliar","Balikpapan Tengah, Balikpapan",8,6,429 m²,429 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
599,HARGA SPESIAL RUMAH KANTOR 2LT DI TENGAH KOTA,"Rp 2,1 Miliar","Balikpapan Tengah, Balikpapan",8,6,429 m²,429 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
600,HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,Rp 850 Juta,"Balikpapan Utara, Balikpapan",2,2,184 m²,64 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
609,INVESTASI RUMAH KOST  DI PINGGIR JALAN UTAMA PATIMURA BATU AMPAR,Rp 16 Miliar,"Balikpapan Utara, Balikpapan",29,29,550 m²,1260 m²,,Rumah,SHM - Sertifikat Hak Milik,13900 Watt,,,,,,,,,,,,,Dijual
610,RUMAH DI PINGGIR JALAN MANGGA DAN MARTADINATA STRATEGIS TEMPAT USAHA,"Rp 1,9 Miliar","Balikpapan Tengah, Balikpapan",5,4,214 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
611,RUMAH DI PINGGIR JALAN MANGGA DAN MARTADINATA STRATEGIS TEMPAT USAHA,"Rp 1,9 Miliar","Balikpapan Tengah, Balikpapan",5,4,214 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
612,RUMAH MARTADINATA BALIKPAPAN,"Rp 1,9 Miliar","Balikpapan Tengah, Balikpapan",6,4,217 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
613,"Dijual Cepat Rumah di Komplek Perumahan Balikpapan Baru, Balikpapan",Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",4,3,200 m²,150 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Ya,Ya,Unfurnished,2,Perkotaan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
614,RUMAH DENGAN TANAH LUAS BALIKPAPAN BARU,"Rp 2,6 Miliar","Balikpapan Utara, Balikpapan",3,2,528 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1,,,,,,,,,,,,Dijual
615,TURUN HARGA !  RUMAH PINGGIR JALAN RAYA UTAMA JL. MULAWARMAN BALIKPAPAN COCOK UNTUK USAHA,"Rp 2,7 Miliar","Batakan, Balikpapan",8,8,563 m²,300 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,Tidak,Tidak,Unfurnished,1,,Tidak,,,Tidak,Butuh Renovasi,Dijual
616,Rumah cantik dan minimalis 1 lantai di wika,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",,,120 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,Sumur Bor,Tidak,Bagus,Dijual
617,Di  Rumah Mewah Siap Huni Di Balikpapan,Rp 1 Miliar,"Gn. Samarinda, Balikpapan",2,1,208 m²,86 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
618,Rumah Murah Siap Huni Di Balikpapan Tengah,Rp 800 Juta,"Balikpapan Tengah, Balikpapan",3,2,142 m²,122 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
619,Rumah Tengah Kota Di Balikpapan Utara,"Rp 2,5 Miliar","Balikpapan Utara, Balikpapan",6,5,311 m²,500 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
620,Rumah Siap Huni Full Furniture Di Balikpapan Tengah,"Rp 1,1 Miliar","Balikpapan Tengah, Balikpapan",4,3,204 m²,204 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
621,RUMAH SIAP HUNI STRATEGIS DEKAT AKSES IKN,Rp 560 Juta,"Balikpapan Utara, Balikpapan",3,2,234 m²,130 m²,1,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Ya,Tidak,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
622,RUMAH TENGAH KOTA AKSES BANDARA MUDAH - BALIKPAPAN SELATAN,Rp 750 Juta,"Balikpapan Selatan, Balikpapan",4,3,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
628,RUMAH MINIMALIS  BERSIH TERAWAT SIAP HUNI DI BALIKPAPAN BARU,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",3,2,200 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
629,DESIGN KLASIK MODERN FULL FURNITURE,"Rp 2,7 Miliar","Balikpapan Utara, Balikpapan",2,2,144 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
630,BALIKPAPAN RUMAH MURAH RINGROAD,"Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",3,2,134 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
631,RUMAH LUAS BISA USAHA KOST,Rp 850 Juta,"Balikpapan Utara, Balikpapan",9,5,235 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
632,INDRAKILA,"Rp 4,7 Miliar","Balikpapan Utara, Balikpapan",,4,538 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
633,SEPINGGAN PRATAMA,"Rp 2,5 Miliar","Sepinggan, Balikpapan",3,2,176 m²,80 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
634,RUMAH DUA LANTAI. DI GRAND CITY,"Rp 1,4 Miliar","Balikpapan Utara, Balikpapan",3,2,72 m²,72 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
635,RUMAH MEWAH RASA VILA VIEW LAUT DI PERUMAHAN PALM HILL CITY,Rp 9 Miliar,"Sepinggan, Balikpapan",3,3,780 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,16500 Watt,1,,,,,,,,,,,,Dijual
636,BALIKPAPAN PERUM BORNEO PARADISO,"Rp 1,5 Miliar","Batakan, Balikpapan",3,3,98 m²,140 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
637,RUMAH 2 KAMAR MINIMALIS GAPURA KUNING,Rp 695 Juta,"Balikpapan Utara, Balikpapan",2,1,115 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
638,Dijual Cepat Rumah Murah Bu Di Jl.sorong Balikpapan,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",6,3,268 m²,243 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Ya,Ya,Unfurnished,2,Perkotaan,Ya,2 Mobil,Sumur Bor,Tidak,Bagus,Dijual
639,"2 RUMAH GANDENG DUA LANTAI, CLUSTER HYLAND GRAND CITY BALIKPAPAN","Rp 2,1 Miliar","Balikpapan Utara, Balikpapan",2,2,72 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
640,RUMAH  MINIMALIS SIAP HUNI LOKASI AMAN DAN NYAMAN SERTA BEBAS BANJIR,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",3,1,90 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
641,BALIKPAPAN PERUMAHAN REGENCY,"Rp 1,75 Miliar","Balikpapan Selatan, Balikpapan",3,2,152 m²,115 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
642,RUMAH MEWAH HOMY LUAS EMPAT KAMAR TIDUR DALAM PERUMAHAN BALIKPAPAN,"Rp 5,5 Miliar","Balikpapan Timur, Balikpapan",4,3,234 m²,347 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,,,,,,,,,,,Dijual
643,RUMAH MINIMALIS 2 LANTAI DENGAN TAMBAHAN TANAH YANG CUKUP LUAS LOKASI AMAN DAN NYAMAN,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",2,2,60 m²,47 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
644,RUMAH MINIMALIS 2 LANTAI SIAP HUNI DENGAN TAMBAHAN TANAH YANG CUKUP LUAS,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",2,2,60 m²,47 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
645,Hunian Unik Dekat Toll Balikpapan Samarinda,Rp 800 Juta,"Balikpapan Utara, Balikpapan",3,3,450 m²,108 m²,2,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
647,RUMAH SIAP PAKAI FULL FURNISHED DI TENGAH KOTA (LM314),"Rp 1,25 Miliar","Balikpapan Selatan, Balikpapan",3,2,150 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
648,314 Balikpapan Villa Damai Rumah Siap Pakai Full Furnished,"Rp 1,25 Miliar","Balikpapan Selatan, Balikpapan",3,2,150 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
649,Hunian minimalist dikawasan perindustrian dan perkantoran,Rp 700 Juta,"Kariangau, Balikpapan",2,1,150 m²,60 m²,2,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
650,Hunian tingkat diperum regency Balikpapan,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",5,4,152 m²,130 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
651,Rumah Sultan ditengah kota balikpapan.  ,"Rp 4,5 Miliar","Balikpapan Barat, Balikpapan",6,5,480 m²,444 m²,6,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
652,Rumah tingkat 2 tembusan Toll Balikpapan Samarinda,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",5,2,120 m²,230 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
653,Dijual Rumah 2 Lantai di Cluster Elite Grand City Balikpapan,"Rp 4,5 Miliar","Balikpapan Utara, Balikpapan",4,3,220 m²,190 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,1,Tidak,Tidak,Unfurnished,2,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
654,rumah model Belanda bisa tempat tinggal ada usaha kost,Rp 970 Juta,"Balikpapan Selatan, Balikpapan",5,3,120 m²,185 m²,2,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
655,BALIKPAPAN RUMAH BESAR TENGAH KOTA,"Rp 4,2 Miliar","Klandasan Ilir, Balikpapan",12,6,122 m²,370 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
656,hunian tempat tinggal serta ada kost mirip di timur tengah,Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",8,3,135 m²,125 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
657,DI JUAL CEPAT RUMAH MEWAH DI KAWASAN PERUMAHAN PGRI,"Rp 2,3 Miliar","Gunung Bahagia, Balikpapan",3,2,335 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
658,RUMAH DUA LANTAI   DI GRAND CITY,"Rp 1,35 Miliar","Balikpapan Utara, Balikpapan",3,2,72 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
659,HARGA SPESIAL RUMAH KANTOR 2LT DITENGAH KOTA,"Rp 2,1 Miliar","Balikpapan Tengah, Balikpapan",8,6,429 m²,429 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
660,RUMAH ASRI DALAM CLUSTER,"Rp 1,8 Miliar","Damai, Balikpapan",3,1,195 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
666,BALIKPAPAN PERUM PONDOK KARYA AGUNG (POKA),Rp 950 Juta,"Balikpapan Selatan, Balikpapan",4,3,180 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
667,BALIKPAPAN RUMAH 2 LANTAI BALIKPAPAN BARU,"Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",4,3,400 m²,210 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
668,BALIKPAPAN RUMAH MEWAH KOMPLEKS PERUMAHAN BDI,"Rp 3,2 Miliar","Damai, Balikpapan",5,5,280 m²,226 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
669,BALIKPAPAN PERUM PGRI,Rp 600 Juta,"Balikpapan Selatan, Balikpapan",2,1,118 m²,50 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
670,BALIKPAPAN PERUM REGENCY RECIDENT,Rp 675 Juta,"Balikpapan Selatan, Balikpapan",3,2,72 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
671,BALIKPAPAN PERUM BUKIT DAMAI INDAH,"Rp 1,5 Miliar","Damai, Balikpapan",2,2,180 m²,140 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
672,BALIKPAPAN PERUM REGENCY,Rp 400 Juta,"Sepinggan, Balikpapan",2,1,72 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
673,BALIKPAPAN RUMAH TENGAH KOTA,"Rp 1,2 Miliar","Balikpapan Tengah, Balikpapan",6,2,181 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
674,BALIKPAPAN KARANG JATI,Rp 2 Miliar,"Balikpapan Tengah, Balikpapan",4,3,288 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
675,BALIKPAPAN RUMAH JL. INPRES 3,Rp 750 Juta,"Gn. Samarinda, Balikpapan",3,1,150 m²,80 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
685,"DI  RUMAH 2 1/2 LANTAI STRATEGIS PINGGIR JALAN RAYA DR SUTOMO (KARANG REJO), BALIKPAPAN","Rp 2,2 Miliar","Karang Rejo, Balikpapan",7,7,176 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,3,Perkotaan,Tidak,2 Mobil,,Tidak,Bagus,Dijual
688,BALIKPAPAN RUMAH DI PERUMAHAN KUTAI HILLS (HM173)TURUN HARGA 750JT,Rp 850 Juta,"Balikpapan Utara, Balikpapan",3,2,120 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Perkotaan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
689,BALIKPAPAN RUMAH PERUMAHAN BUKIT DAMAI INDAH BDI (HM174),"Rp 1,9 Miliar","Balikpapan Selatan, Balikpapan",4,3,214 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Semi Furnished,,Perkotaan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
690,73 Balikpapan Bima Jamrud Rumah Dalam Perumahan Padat Penduduk,Rp 925 Juta,"Balikpapan Selatan, Balikpapan",2,1,92 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
691,"RUMAH BANGUNAN BARU,DI PERUMAHAN GRAND CITY",Rp 950 Juta,"Balikpapan Tengah, Balikpapan",2,2,80 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
692,Rumah elit gaya minimalis modern sejuk diperumahan megah,"Rp 1,97 Miliar","Balikpapan Baru, Balikpapan",3,2,162 m²,110 m²,1,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Ya,Ya,Semi Furnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
693,"DIJUAL RUMAH BALIKPAPAN BARU ARIZONA, BALIKPAPAN","Rp 1,2 Miliar","Balikpapan Baru, Balikpapan",2,2,140 m²,90 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
694,"DI  RUMAH BARU READY STOCK DAN SIAP HUNI, LOKASI SANGAT STRATEGIS",Rp 405 Juta,"Balikpapan Utara, Balikpapan",2,1,96 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
695,RUMAH ETNIK DI BATU AMPAR DENGAN KONSEP CONTTAGE ASRI DAN NYAMAN,"Rp 4,25 Miliar","Batu Ampar, Balikpapan",5,6,770 m²,350 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
696,DIJUAL RUMAH KONTRAKAN 2 LANTAI 4 PINTU DEKAT PINTU TOL & DEKAT DAERAH INDUSTRI BATAKAN BALIKPAPAN,Rp 1 Miliar,"Batakan, Balikpapan",8,4,135 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
697,DIJUAL RUMAH DI PUSAT KOTA BALIKPAPAN PINGGIR JALAN RAYA COCOK UNTUK USAHA,"Rp 3,1 Miliar","Balikpapan Utara, Balikpapan",5,4,922 m²,200 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,1,Perkotaan,Ya,2 Mobil,,Tidak,Bagus,Dijual
698,Rumah Minimalis Lokasi Strategis Pusat Kota Balikpapan,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",2,1,60 m²,36 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Ya,Unfurnished,1,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,,Dijual
699,BALIKPAPAN RUMAH HOOK DI POKA DENGAN TANAH YANG LUAS (HM161),"Rp 2,3 Miliar","Balikpapan Timur, Balikpapan",4,2,405 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
700,BALIKPAPAN REGENCY,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",4,3,157 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
701,TAMAN SARI BUKIT MUTIARA (WIKA),"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",4,2,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
702,BALIKPAPAN REGENCY,Rp 995 Juta,"Balikpapan Selatan, Balikpapan",3,1,180 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
703,GRAHA INDAH,Rp 600 Juta,"Balikpapan Utara, Balikpapan",3,1,108 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
704,PESONA ALAM PERMAI,Rp 950 Juta,"Balikpapan Utara, Balikpapan",3,2,174 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
705,RUMAH MEWAH EMPAT KAMAR TIDUR SEMI FURNISHED DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,"Rp 3,8 Miliar","Balikpapan Baru, Balikpapan",4,3,200 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,,,,,,,,,,,Dijual
706,Rumah Cantik di tengah kota Balikpapan serta baru dibangun ,Rp 620 Juta,"Balikpapan Selatan, Balikpapan",3,1,96 m²,78 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,,PAM atau PDAM,Tidak,Baru,Dijual
707,DI JUAL RUMAH SHM BUTUH RENOV DI PERUMAHAN BALIKPAPAN BARU,"Rp 4,6 Miliar","Balikpapan Baru, Balikpapan",3,2,400 m²,575 m²,,Rumah,SHM - Sertifikat Hak Milik,16500 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
708,RUMAH KOS EMPAT PINTU DALAM PERUMAHAN DAERAH INDUSTRI BALIKPAPAN,"Rp 1,1 Miliar","Batakan, Balikpapan",4,4,135 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
709,RUMAH SATU LANTAI DUA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",2,2,120 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
710,RUMAH MINIMALIS SIAP HUNI,"Rp 1,3 Miliar","Balikpapan Baru, Balikpapan",2,1,130 m²,81 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
711,163 Balikpapan Pesona Alam Permai Rumah Minimalis Siap Huni,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",6,4,200 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
712,Komplek Pelita Balikpapan Depan Bandara Sepingan,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",3,3,287 m²,280 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Ya,Ya,Semi Furnished,1,,Tidak,,PAM atau PDAM,Ya,Bagus,Dijual
713,Komplek Pelita Balikpapan,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",,,381 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Ya,Bagus,Dijual
714,Rumah Mewah Hook Balikpapan Regency Cluster Terbaik Siap Huni Full Furnished 013JR,Rp 6 Miliar,"Balikpapan Selatan, Balikpapan",8,7,238 m²,410 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,,,,,,,,,,,,,Dijual
715,Rumah di Wika Balikpapan,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",,,143 m²,132 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Ya,Bagus,Dijual
716,"Rumah Sebelahnya Transmart,satu Lokasi","Rp 1,5 Miliar","Balikpapan Kota, Balikpapan",,,136 m²,85 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
717,Perum Batu Ampar Lestari Balikpapan,"Rp 1,3 Miliar","Balikpapan Utara, Balikpapan",,,180 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
718,"Rumah minimalis kelihatan ellit nyaman , Bersih, Dekat Bandara",Rp 900 Juta,"Balikpapan Selatan, Balikpapan",2,1,70 m²,40 m²,,Rumah,SHM - Sertifikat Hak Milik,9500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
719,"Rumah Minimalis, elegan, Bersih, Nyaman, terasa di Hotel",Rp 900 Juta,"Balikpapan Selatan, Balikpapan",2,1,127 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
720,Rumah Jual Jalan RE.Martadinata Balikpapan,"Rp 1,2 Miliar","Balikpapan Tengah, Balikpapan",7,2,171 m²,206 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
721,Rumah di Jl Mesjid Al Raudah .Staal Kuda .Jalan yg ke Arah Pupuk Pass depan Mesjidnya.Pinggir jalan.,"Rp 3,5 Miliar","Balikpapan Kota, Balikpapan",,,592 m²,1500 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Ya,Bagus,Dijual
