,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
1142,Rumah Koss Kantor Mess Strategis Hadap Pertamina,"Rp 3,45 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13981687/,https://picture.rumah123.com/r123-images/720x420-crop/customer/29766/2023-06-12-04-20-22-05aad790-a9f8-4fc7-b42d-237ef218191e.jpg,,,455 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,,Dijual
1143,Tempat Usaha Tengah Kota,Rp 695 Juta,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13981287/,https://picture.rumah123.com/r123-images/720x420-crop/customer/29766/2023-06-12-03-51-10-c23d772c-e9b2-4821-ae1a-957955528c9a.jpg,,,144 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,,Dijual
1144,RUMAH 2 LANTAI DI PERUMAHAN CITRA BUKIT INDAH,"Rp 1,65 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13784415/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13784415/original/hos13784415-rumah-di-jual-di-balikpapan-selatan-balikpapan-1684720954.jpg,3,2,121 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1145,Rumah di Perumahan Regency De Royale posisi hook,"Rp 2,6 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13707715/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1040256/2023-05-15-13-13-11-aea71662-bfd9-4bf9-a946-b537f8cd8147.jpg,,,273 m²,155 m²,,Rumah,SHM - Sertifikat Hak Milik,3300 Watt,,,Tidak,Tidak,,1,,Tidak,,Sumur Bor,Ya,Bagus,Dijual
1146,Rumah di Balikppan baru,"Rp 3,3 Miliar","Balikpapan Kota, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13707611/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1040256/2023-05-15-13-09-01-9849ea5d-74f5-4d71-adeb-46e80fdfbe84.jpg,,,293 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,3300 Watt,,,Tidak,Tidak,,1,,Tidak,,Sumur Pompa,Tidak,Bagus,Dijual
1147,BALIKPAPAN REGENCY CLUSTER VALENCIA,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13696799/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13696799/original/hos13696799-rumah-di-jual-di-balikpapan-selatan-balikpapan-1684114513.jpg,2,2,90 m²,54 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1148,Rumah cantik minimalis modern dekat sekolah negeri dan kantor kelurahan,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13627454/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-05-08-02-34-02-a4261343-d98f-4d84-a44a-1cad3eac3de3.jpg,2,1,150 m²,144 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
1149,234 Balikpapan Indrakila Rumah Cantik Siap Huni Di Kp Timur,"Rp 2,2 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13459381/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-10-03-44-11-aefb150c-18ab-47ee-b231-2ecdcb7efbce.jpg,3,2,200 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1150,232 Balikpapan Blora Rumah Dengan Tanah Luas Di Tengah Kota,"Rp 2,5 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13459025/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-10-03-50-31-41bdcea8-72b3-4d62-8274-540219e47002.jpg,3,2,435 m²,350 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1151,246 Balikpapan Ciputra Rumah Cantik Posisi Ujung Memiliki Halaman Luas,"Rp 3,99 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13456111/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-10-09-37-58-5229f7d5-08a8-4257-85b6-a30919abc6bd.jpg,4,4,356 m²,199 m²,,Rumah,HGB - Hak Guna Bangunan,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1152,DI JUAL CEPAT RUMAH DUA LANTAI DI PERUMAHAN BALIKPAPAN BARU,"Rp 1,7 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13383593/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13383593/original/hos13383593-rumah-di-jual-di-balikpapan-utara-balikpapan-1681090037.jpg,3,2,160 m²,141 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1153,RUMAH TINGKAT PERUMAHAN CIPUTRA,"Rp 1,19 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13309965/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13309965/original/hos13309965-rumah-di-jual-di-balikpapan-selatan-balikpapan-1680489194.jpg,2,1,122 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
1154,RUMAH BESAR DAN MEWAH TENGAH KOTA,"Rp 2,1 Miliar","Karang Jati, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13309591/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13309591/original/hos13309591-rumah-di-jual-di-karang-jati-balikpapan-1680488252.jpg,4,4,286 m²,263 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1155,"DIJUAL RUMAH DI JALAN SOEKARNO HATTA KM 3,5  KOMPLEK RAMAYANA",Rp 1 Miliar,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12981335/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12981335/original/hos12981335-rumah-di-jual-di-balikpapan-utara-balikpapan-1678078035.jpg,3,2,210 m²,190 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1156,RUMAH TERAWAT,"Rp 1,69 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12979126/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12979126/original/hos12979126-rumah-di-jual-di-balikpapan-utara-balikpapan-1678067133.jpg,3,3,120 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
1157,RUMAH MINIMALIS BORNEO PARADISO,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12979116/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12979116/original/hos12979116-rumah-di-jual-di-balikpapan-selatan-balikpapan-1678067034.jpg,2,2,72 m²,36 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1158,Rumah Luas Tengah Kota Harga Murah,Rp 895 Juta,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12897410/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-02-27-06-05-47-06fee75d-bee5-4f10-819f-d908e100fc47.png,4,2,325 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Ya,Ya,Furnished,1,Pemukiman Warga,Ya,1 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1159,BALIKPAPAN RUMAH CLUSTER GRAND CITY (HM113),"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12894795/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12894795/original/hos12894795-rumah-di-jual-di-balikpapan-utara-balikpapan-1677469778.jpg,2,2,112 m²,56 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1160,BALIKPAPAN BARU RUMAH CLUSTER KYOTO  (HM109),"Rp 1,6 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12818211/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12818211/original/hos12818211-rumah-di-jual-di-balikpapan-baru-balikpapan-1676871122.jpg,3,3,216 m²,68 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1161,BALIKPAPAN RUMAH JAMRUD(HM101),"Rp 1,3 Miliar","Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12815924/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12815924/original/hos12815924-rumah-di-jual-di-damai-balikpapan-1676861723.jpg,2,2,120 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,1,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1162,BALIKPAPAN RUMAH CITRA BUKIT INDAH BESAR KOLAM RENANG (HM95),Rp 7 Miliar,"Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12815883/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12815883/original/hos12815883-rumah-di-jual-di-damai-balikpapan-1676861576.jpg,4,3,450 m²,275 m²,2,Rumah,HGB - Hak Guna Bangunan,4400 Watt,2,,Tidak,Tidak,Unfurnished,2,,Tidak,4 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1163,BALIKPAPAN BARU RUMAH BESAR  ADA TAMAN (HM104),"Rp 4,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12815585/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12815585/original/hos12815585-rumah-di-jual-di-balikpapan-baru-balikpapan-1676859995.jpg,3,2,554 m²,355 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,Tidak,Tidak,,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Butuh Renovasi,Dijual
1164,"BALIKPAPAN RUMAH TENANG, BERSIH DAN TERAWAT DI PERUMAHAN WIKA",Rp 895 Juta,"Gunung Bahagia, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12651431/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12651431/original/hos12651431-rumah-di-jual-di-gunung-bahagia-balikpapan-1675646277.jpg,2,1,150 m²,60 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1165,BALIKPAPAN RUMAH SIAP HUNI DAERAH BATU AMPAR,Rp 620 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12565203/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12565203/original/hos12565203-rumah-di-jual-di-batu-ampar-balikpapan-1675039730.jpg,2,1,165 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1166,MEWAH POSISI HOOK DALAM CLUSTER ELIT SIAP HUNI,"Rp 7,8 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12524897/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12524897/original/hos12524897-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826412.jpg,6,4,300 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,,,,,,,,,,,,,Dijual
1167,JARANG ADA RUMAH DUA LANTAI BESAR ASRI  TERAWAT POSISI HOOK,"Rp 2,3 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12524814/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12524814/original/hos12524814-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831221.jpg,5,4,288 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
1168,Jual KosKos an ditengah kota,"Rp 2,5 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12524767/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1040256/2023-01-23-22-45-06-fb7c21db-ea8b-4656-831d-e6151d1252db.jpg,10,,406 m²,406 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,1,Tidak,Tidak,Unfurnished,1,Perkotaan,Ya,,PAM atau PDAM,Tidak,Bagus,Dijual
1169,rumah mewah tingkat 2 dekat masjid dan kuliner,"Rp 1,75 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12465109/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12465109/original/hos12465109-rumah-di-jual-di-balikpapan-baru-balikpapan-1673829031.jpg,3,2,96 m²,100 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Furnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1170,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN DI TENGAH KOTA BALIKPAPAN,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12383715/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12383715/original/hos12383715-rumah-di-jual-di-balikpapan-selatan-balikpapan-1673243842.jpg,3,2,240 m²,116 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1,,,,,,,,,,,,Dijual
1171,RUMAH LUAS MEWAH DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12376558/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12376558/original/hos12376558-rumah-di-jual-di-balikpapan-baru-balikpapan-1673231143.jpg,3,4,198 m²,310 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,2,,,,,,,,,,,,Dijual
1172,"Rumah besar 2 lantai cocok untuk kos2an , mess dan kantor",Rp 2 Miliar,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12222403/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2022-12-26-11-42-59-c2cf920e-dc49-49c0-b415-c13d5f679dc1.jpg,,,283 m²,263 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
1173,Rumah tengah kota cocok kos kosan,"Rp 1,2 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12073339/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2022-12-12-07-25-12-d18b71ec-7863-41bb-b57a-5da67ad1518f.jpg,,,260 m²,219 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,,Dijual
1174,RUMAH LUAS DUA LANTAI DI BOULEVARD PERUMAHAN ELITE BALIKPAPAN,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12071617/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12071617/original/hos12071617-rumah-di-jual-di-balikpapan-utara-balikpapan-1670820093.jpg,3,2,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
1175,RUMAH MURAH LUAS DALAM PERUMAHAN RAMAI PADAT PENDUDUK BALIKPAPAN,Rp 440 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11934073/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11934073/original/hos11934073-rumah-di-jual-di-balikpapan-utara-balikpapan-1669615475.jpg,2,1,120 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1176,"Rumah minimalis yg cantik dan bersih, terawat, dan nyaman",Rp 1 Miliar,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11852623/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11852623/original/hos11852623-rumah-di-jual-di-sepinggan-balikpapan-1669005463.jpg,2,1,144 m²,140 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
1177,RUMAH MINIMALIS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,6 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11850986/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11850986/original/hos11850986-rumah-di-jual-di-balikpapan-baru-balikpapan-1668995711.jpg,3,2,96 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1178,RUMAH CANTIK EMPAT KAMAR TIDUR DALAM CLUSTER PERUMAHAN  BALIKPAPAN,"Rp 1,55 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11850589/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11850589/original/hos11850589-rumah-di-jual-di-balikpapan-utara-balikpapan-1668993463.jpg,4,3,186 m²,160 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1179,RUMAH LUAS MURAH COCOK UNTUK USAHA DI DAERAH RAMAI STRATEGIS BALIKPAPAN,"Rp 1,53 Miliar","Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11790976/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11790976/original/hos11790976-rumah-di-jual-di-sepinggan-balikpapan-1668430747.jpg,8,3,380 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
1180,RUMAH BESAR DENGAN TANAH LUAS DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,Rp 5 Miliar,"Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11780036/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11780036/original/hos11780036-rumah-di-jual-di-balikpapan-baru-balikpapan-1668393548.jpg,3,3,400 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,13200 Watt,2,,,,,,,,,,,,Dijual
1181,"Daun Vilage,Sebelah Trans Studio Mini Balikpapan","Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11704371/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2022-11-07-11-31-33-288b484c-8e8a-4bb5-8781-91654dae28e4.jpg,3,1,136 m²,85 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Ya,Ya,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
1182,RUMAH ASRI SATU LANTAI DI KAWASAN PERUMAHAN BALIKPAPAN BARU,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11702664/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11702664/original/hos11702664-rumah-di-jual-di-balikpapan-baru-balikpapan-1679986674.jpg,3,2,240 m²,170 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1183,RUMAH BESAR DENGAN TANAH LUAS DALAM CLUSTER PERUMAHAN ELITE BALIKPAPAN,"Rp 5,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11702011/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11702011/original/hos11702011-rumah-di-jual-di-balikpapan-baru-balikpapan-1667813777.jpg,3,3,400 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,2,,,,,,,,,,,,Dijual
1184,"Rumah Minimalis Tanah Luas di Bdi , Harga Bersahabat","Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11697784/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2022-11-07-07-05-05-9e415630-2cb0-49d9-ae9c-28b694e9961e.jpg,,,216 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,,Dijual
1185,GUNUNG GUNTUR,Rp 550 Juta,"Gn. Sari Ilir, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11693717/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11693717/original/hos11693717-rumah-di-jual-di-gn.-sari-ilir-balikpapan-1667786430.jpg,2,1,78 m²,40 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1186,PERUM BUKIT MUTIARA,Rp 650 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11693703/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11693703/original/hos11693703-rumah-di-jual-di-balikpapan-utara-balikpapan-1667786273.jpg,2,2,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1187,PERUM GRIYA PERMATA ASRI,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11693695/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11693695/original/hos11693695-rumah-di-jual-di-balikpapan-selatan-balikpapan-1667786196.jpg,3,1,200 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1188,RUMAH MINIMALIS SIAP HUNI DI AREA WIKA,Rp 750 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11693427/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11693427/original/hos11693427-rumah-di-jual-di-balikpapan-utara-balikpapan-1667784787.jpg,2,1,120 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1189,RUMAH HOOK  2 LANTAI  BERSIH TERAWAT SIAP HUNI DI WIKA.,"Rp 3,65 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11693425/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11693425/original/hos11693425-rumah-di-jual-di-balikpapan-utara-balikpapan-1667784747.jpg,4,5,319 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
1190,"RUMAH,RUKO DAN KOST-KOST AN PINGGIR JL.RAYA DI TENGAH KOTA",Rp 5 Miliar,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11463973/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11463973/original/hos11463973-rumah-di-jual-di-balikpapan-utara-balikpapan-1683599317.jpg,14,14,995 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Ya,Ya,,2,,Ya,2 Mobil,PAM atau PDAM,Tidak,,Dijual
1191,RUMAH CANTIK MINIMALIS DI TENGAH KOTA,Rp 850 Juta,"Batu Ampar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11495792/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11495792/original/hos11495792-rumah-di-jual-di-batu-ampar-balikpapan-1683599315.jpg,3,1,100 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,,,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,,Dijual
1192,"BALIKPAPAN RUMAH BESAR KOKOH, MINIMALIS",Rp 985 Juta,"Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10193259/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10193259/original/hos10193259-rumah-di-jual-di-balikpapan-timur-balikpapan-1683599289.jpg,5,4,200 m²,176 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1193,"BALIKPAPAN, RUMAH MEWAH,DATARAN TINGGI,BEBAS BANJIR.",Rp 985 Juta,"Batu Ampar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10777012/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10777012/original/hos10777012-rumah-di-jual-di-batu-ampar-balikpapan-1683599762.jpg,3,2,170 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1194,BALIKPAPAN PERUMAHAN DI JANTUNG KOTA,Rp 600 Juta,"Sumber Rejo, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10387773/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10387773/original/hos10387773-rumah-di-jual-di-sumber-rejo-balikpapan-1683599786.jpg,2,1,72 m²,36 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
1195,"142 Balikpapan Pupuk Rumah Hook 2,5 Lantai","Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11607736/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-13-41-20-42520a0f-dc16-4a4a-89f2-2caa8d874757.jpg,4,3,300 m²,260 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2,1,Tidak,Tidak,,,,Tidak,3 Mobil,PAM atau PDAM,Tidak,,Dijual
1196,155 Balikpapan Pupuk Rumah Cantik Dan Mewah 1 Lantai Siap Huni,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11607479/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-10-03-19-32-90cff515-d5e2-477d-966d-fb4c0788f0d5.jpg,4,3,306 m²,251 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,3 Mobil,PAM atau PDAM,Tidak,,Dijual
